source,recipient
27780,20,130,21
24356,12,130,21
2371,2,130,21
27780,2,130,21
23257,2,130,21
16795,2,130,21
8500,14,130,21
631,2,130,21
21279,2,130,21
33622,5,130,21
22550,14,130,21
631,2,130,21
16795,8,130,21
27780,16,130,21
631,2,130,21
16795,2,130,21
16795,2,130,21
33622,2,130,21
1458,2,130,21
21279,12,130,21
21274,3,130,21
16795,2,130,21
7689,2,130,21
27780,2,130,21
16795,2,130,21
21279,2,130,21
17345,17,130,21
631,14,130,21
27451,2,130,21
21279,2,130,21
631,25,130,21
33622,2,130,21
16795,2,130,21
21279,2,130,21
17003,2,130,21
30703,0,130,21
22734,2,130,21
18457,2,130,21
18457,25,130,21
17003,2,130,21
3855,2,130,21
4072,2,130,21
6323,24,130,21
17003,11,130,21
3855,2,130,21
22734,2,130,21
22734,2,130,21
7993,2,130,21
18457,10,130,21
18651,9,130,21
22354,5,130,21
25287,2,130,21
9175,2,130,21
25452,2,130,21
36116,2,130,21
25287,2,130,21
10695,2,130,21
10695,31,130,21
20703,0,130,21
9535,2,130,21
9175,8,130,21
9175,2,130,21
22354,2,130,21
12094,2,130,21
28334,24,130,21
27837,2,130,21
22354,2,130,21
12094,2,130,21
9175,2,130,21
11603,8,130,21
9175,2,130,21
9175,2,130,21
9175,8,130,21
9175,12,130,21
23566,16,130,21
21847,2,130,21
13721,2,130,21
20703,2,130,21
28334,9,130,21
22354,2,130,21
11603,2,130,21
28181,2,130,21
778,2,130,21
10695,2,130,21
33329,2,130,21
13721,10,130,21
29997,2,130,21
25452,2,130,21
20703,2,130,21
9175,2,130,21
10695,2,130,21
22364,0,130,21
11603,2,130,21
22364,10,130,21
3021,2,130,21
36116,2,130,21
28334,8,130,21
3021,2,130,21
9175,10,130,21
22364,2,130,21
28334,2,130,21
3021,5,130,21
9175,2,130,21
9175,27,130,21
27837,2,130,21
9175,2,130,21
12094,2,130,21
12094,2,130,21
3201,2,130,21
20703,2,130,21
28181,6,130,21
20703,5,130,21
27837,29,130,21
31476,2,130,21
9175,2,130,21
31476,2,130,21
3021,2,130,21
21507,2,130,21
9175,2,130,21
22354,8,130,21
23566,2,130,21
520,2,130,21
9175,12,130,21
24342,2,130,21
29997,8,130,21
1658,20,130,21
10695,2,130,21
3021,2,130,21
12094,22,130,21
22785,2,130,21
20703,2,130,21
20703,2,130,21
3021,2,130,21
20703,3,130,21
12094,2,130,21
20703,2,130,21
9175,2,130,21
12094,2,130,21
9175,8,130,21
13721,27,130,21
23566,2,130,21
9175,2,130,21
22364,2,130,21
3021,16,130,21
22364,8,130,21
9099,17,130,21
9175,14,130,21
21847,2,130,21
31476,2,130,21
22364,2,130,21
9175,29,130,21
3021,2,130,21
12094,26,130,21
9175,0,130,21
13721,2,130,21
9175,2,130,21
13721,2,130,21
10695,2,130,21
22354,2,130,21
10695,2,130,21
36116,2,130,21
22354,2,130,21
9175,10,130,21
24342,2,130,21
30308,2,130,21
33329,2,130,21
13721,10,130,21
29997,18,130,21
36116,24,130,21
12094,14,130,21
13721,2,130,21
1658,16,130,21
36116,2,130,21
20703,2,130,21
12094,2,130,21
9175,8,130,21
22364,2,130,21
23566,2,130,21
22354,12,130,21
25452,2,130,21
9175,2,130,21
9175,10,130,21
22354,2,130,21
22354,16,130,21
9175,2,130,21
9175,12,130,21
31476,22,130,21
22354,2,130,21
9175,10,130,21
10695,2,130,21
3021,2,130,21
9175,2,130,21
31476,2,130,21
9175,2,130,21
33329,2,130,21
31476,2,130,21
23566,5,130,21
23566,2,130,21
28334,29,130,21
22364,2,130,21
11603,2,130,21
13721,8,130,21
13721,19,130,21
9175,2,130,21
9175,8,130,21
22785,2,130,21
3021,2,130,21
31476,3,130,21
9175,2,130,21
23566,30,130,21
23566,2,130,21
13721,2,130,21
36116,2,130,21
13721,2,130,21
10695,2,130,21
3321,2,130,21
28548,2,130,21
26448,2,130,21
520,2,130,21
17727,2,130,21
7736,2,130,21
26448,2,130,21
28548,2,130,21
6699,15,130,21
12162,2,130,21
26448,2,130,21
30005,2,130,21
6699,2,130,21
26448,2,130,21
10137,2,130,21
26448,2,130,21
28548,2,130,21
21591,18,130,21
6699,22,130,21
6699,2,130,21
9190,2,130,21
3189,14,130,21
26448,2,130,21
12720,0,130,21
28548,24,130,21
30005,0,130,21
28548,2,130,21
6699,2,130,21
10137,17,130,21
26448,19,130,21
28548,2,130,21
10137,2,130,21
21591,2,130,21
6699,2,130,21
6699,2,130,21
6699,2,130,21
26448,27,130,21
13069,27,130,21
26448,2,130,21
6699,2,130,21
30005,19,130,21
6699,2,130,21
26448,2,130,21
10137,2,130,21
10137,2,130,21
12162,2,130,21
10137,2,130,21
14776,2,130,21
21591,2,130,21
12720,2,130,21
12720,2,130,21
29310,2,130,21
520,8,130,21
30005,2,130,21
10137,2,130,21
6699,26,130,21
30005,19,130,21
21591,2,130,21
26448,3,130,21
28548,2,130,21
10137,2,130,21
769,12,130,21
30005,16,130,21
9463,2,130,21
8126,2,130,21
26448,2,130,21
6699,26,130,21
26884,2,130,21
26884,2,130,21
26448,2,130,21
12162,2,130,21
26884,2,130,21
6699,2,130,21
16151,2,130,21
8590,2,130,21
195,2,130,21
14621,2,130,21
29506,6,130,21
15106,2,130,21
29506,2,130,21
31364,2,6,21
1246,2,130,21
33158,2,130,21
2259,2,130,21
36159,2,130,21
33158,2,130,21
29506,2,130,21
10289,2,130,21
33718,2,130,21
18473,2,130,21
1449,2,130,21
8705,30,130,21
17421,2,130,21
26304,2,130,21
13118,6,130,21
18473,14,130,21
1449,2,130,21
13118,2,130,21
17421,2,130,21
3217,2,130,21
19895,2,130,21
34272,2,130,21
34272,2,130,21
827,2,130,21
1449,3,130,21
26669,2,130,21
26669,2,130,21
26669,3,130,21
2340,2,130,21
8705,2,130,21
26669,2,130,21
17421,2,130,21
34272,2,130,21
26304,2,130,21
